ID_da_instituicao	Nome_da_instituicao	ID_do_estado	ID_da_mesoregiao	ID_da_microregiao	ID_do_municipio
000300000995	CENTRO DE REFERENCIA EM TECNOLOGIAS INOVADORAS	42	420005	420016	4205407
000300000995	SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL	53	530001	530001	5300108
390600000006	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SERTAO PERNAMBUCANO	26	260002	260005	2611101
870100000004	INSTITUTO NACIONAL DE METROLOGIA NORMALIZACAO E QUALIDADE INDUSTRIAL	43	430005	430026	4314902
000200000993	CENTRO UNIVERSITARIO SAO LUCAS	11	110001	110001	1100205
623800000002	CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE SAO VICENTE DO SUL	43	430003	430018	4319802
000300000995	PLENA DIST INS AGRIC E SEM LTDA	41	410003	410009	4115200
183300000005	UNIVERSIDADE ESTADUAL DE GOIAS	52	520005	520015	5211503
000500000999	DIAGNOSE NUCLEO DE DIAGNOSTICOS LABORATORIAIS S C LTDA	41	410010	410037	4106902
001900000994	CLINICA INTERDISCIPLINAR DE ATENCAO A SAUDE	31	310010	310056	3132404
000200000993	LABORATORIO DE EXPLORACAO E PRODUCAO DE PETROLEO	33	330002	330004	3302403
892700000006	INSTITUTO FEDERAL CATARINENSE	42	420001	420004	4210035
051400000002	UNIVERSIDADE PRESBITERIANA MACKENZIE	35	350007	350032	3509502
001200000991	ROTBAND ODONTOLOGIA LTDA	33	330006	330018	3304557
002100000998	CLINICA CENTERQ CENTRO ESPECILIZADO EM NEOPLASIAS	31	310012	310065	3136702
000700000992	TAU PILATES	31	310007	310030	3106200
985601000990	UNIDADE I	35	350007	350031	3522604
000200000993	ECOLOGY AND ENVIRONMENT DO BRASIL	33	330006	330018	3304557
024500000007	GOVERNO DO ESTADO DE SAO PAULO	35	350003	350016	3511003
000300000995	SANICORPUS	35	350015	350061	3550308
000501004025	DEPARTAMENTO DE ODONTOLOGIA CLINICA	33	330006	330018	3303302
000200000993	UBAENSE ESPORTE CLUBE	31	310012	310064	3169901
000800000994	HN CRISTIANO	35	350015	350061	3550308
001100000990	HOSPITAL DO CANCER INFANTOJUVENIL DE BARRETOS	35	350002	350009	3505500
000400000997	UNIVERSIDADE DE BRASILIA FACULDADE UNB PLANALTINA	53	530001	530001	5300108
000500000999	PET MEDICINA VETERINARIA	31	310005	310018	3170206
001800000992	SECRETARIA DE ESTADO DE SAUDE DO DF HOSPITAL REGIONAL DA CEILANDIA	53	530001	530001	5300108
001600000999	CEDIBA CENTRO DE DIAGNOSTICO INTEGRADO DA BAHIA	29	290005	290021	2927408
001400000995	CLINICA LORENZINI	43	430005	430026	4304606
002100000998	CENTRO INTERDISCIPLINAR DE TECNOLOGIAS INTERATIVAS	35	350015	350061	3550308
000400000997	PROJECTACO PROJETOS E SOLUCOES ESTRUTURAIS LTDA	25	250004	250022	2507507
000300000995	SOCIEDADE BRASILEIRA DOS CIRURGIOES DENTISTAS	43	430005	430026	4314902
047700000000	INSTITUTO FEDERAL DO MARANHAO	21	210001	210004	2101707
000600000990	HOSPITAL SAO JOSE DE CRIRIUMA	42	420006	420019	4204608
028200000004	MINISTERIO DA SAUDE	42	420005	420016	4205407
001400000995	NUCLEO DE OFTALMOLOGIA DE BELO HORIZONTE	31	310007	310030	3106200
000400000997	PREFEITURA MUNICIPAL DE ALVARES FLORENCE	35	350001	350003	3501202
001000000998	CLIN MEDICOS ASSOCIADOS	23	230003	230016	2304400
000500000999	IRMANDADE DE SANTA CASA DE MISERICORDIA DE PORTO ALEGRE	43	430005	430026	4314902
001500000997	BELO MONTE TRANSMISSORA DE ENERGIA	53	530001	530001	5300108
002100000998	FACULDADE DE ODONTOLOGIA PROF ALBINO COIMBRA FILHO UFMS	50	500002	500004	5002704
000900000996	SECRETARAIA DA PESSOA COM DEFICIENCIA E MOBILIDADE REDUZIDA	35	350015	350061	3550308
000900000996	CTEE CONSULTORIA TECNOLOGIA E ESTUDOS PARA GERENCIAMENTO DE ENERGIA	33	330006	330018	3304557
001200000991	TOXIKON HIGIENE INDUSTRIAL	35	350015	350061	3550308
000200000993	UNIDADE DE CARDIOLOGIA MATERNO FETAL	26	260005	260017	2611606
000500000999	HOSPITAL FERNANDES TAVORA	23	230003	230016	2304400
000600000990	UNIVERSIDADE ESTADUAL DO CENTRO OESTE DO PARANA	42	420001	420002	4207858
003200000998	CLINICA GASTROSAUDE	35	350009	350038	3529005
000800000994	CAIPORA COOPERATIVA PARA CONSERVACAO E PROTECAO DOS RECURSOS NATURAIS	42	420005	420016	4205407
001500000997	ANHANGUERA EDUCACIONAL LEME	35	350006	350027	3526704
018100000005	DEPARTAMENTO NACIONAL DE PRODUCAO MINERAL	42	420005	420016	4205407
000800000994	CLINICA DE ORTODONTIA E ORTOPEDIA FACIAL FIGUEIREDO LTDA	35	350012	350046	3552205
000600000990	PETROLEO BRASILEIRO PETROBRAS SA	33	330006	330018	3304557
003200000009	CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA	35	350015	350061	3529401
208000000009	FUNDACAO FACULDADE DE MEDICINA	35	350004	350020	3506003
000700000992	REAL SOCIEDADE PORTUGUESA DE BENEFICIENCIA	35	350007	350032	3509502
001700000990	CENTRO UNIVERSITARIO CATOLICO DE VITORIA	32	320003	320009	3205309
000200000993	SECRETARIA DE ESTADO DA SAUDE DO ESTADO DE SAO PAULO	35	350015	350061	3550308
000200000993	NEMETON CENTRO DE ESTUDOS E PESQUISAS EM PSICOLOGIA E SAUDE	35	350015	350061	3550308
000600000990	BIORIGIN	35	350004	350021	3528007
192500000008	UNIVERSIDADE DE UBERABA	31	310005	310018	3170206
000500000999	INSTITUTO FEDERAL DE GOIAS CAMPUS APARECIDA DE GOIANIA	52	520003	520010	5201405
000600000990	INTITUTO CENTRO DE ENSINO TECNOLOGICO CENTEC CARIRI	23	230007	230032	2307304
000200000993	CLINICA MEDICA IAMAGUCHI	35	350015	350061	3550308
000900000996	CIMOAGRO COMERCIO E REPRESENTACAO	35	350004	350020	3506003
000200000993	FIOCRUZ	33	330006	330018	3304557
000501006010	DEPARTAMENTO DE PATOLOGIA CLINICA VETERINARIA	33	330006	330018	3303302
000200000993	FUNDACAO DE NEUROLOGIA E NEUROCIRURGIA INSTITUTO DO CEREBRO	29	290005	290021	2927408
000900000996	CENTRO DE QUALIDADE DE VIDA	35	350015	350061	3550308
000700000992	ASSOCIACAO DE CULTURA E ED STA TERESA	33	330006	330018	3304557
000900000996	HOSPITAL DO SERVIDOR PUBLICO ESTADUAL IAMSPE	35	350015	350061	3550308
985601000990	DEPARTAMENTO DE NUTRICAO	41	410007	410027	4118501
003200000998	CONSULTORIO MEDICO CENTRO EMPRESARIAL BARRASHOPPING	33	330006	330018	3304557
000300000995	OCEANEERING UMBILICAL SOLUTIONS NITEROI	33	330006	330018	3303302
002500000995	CENTRO DE ATENCAO PSICOSSOCIAL JOSE CARLOS SOUTO	26	260005	260017	2611606
502700000001	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE PERNAMBUCO	26	260004	260014	2616407
001400000995	SERMED	35	350002	350014	3551702
000500000999	CONSULTORIO FISIOM	35	350007	350032	3509502
002500000995	ODONTOLOGIA BUENO	43	430003	430018	4316907
001100000990	FACULDADE PIO DECIMO CAMPUS III	28	280003	280011	2800308
001300000993	MUSEU BOTANICO MUNICIPAL DE CURITIBA	41	410010	410037	4106902
002700000999	FACULDADE DE CIENCIAS AGRARIAS E VETERINARIAS UNESP JABOTICABAL UNESP	35	350002	350013	3524303
046100000000	INSTITUTO FEDERAL DE SERGIPE	28	280003	280013	2802106
000200000993	INSTITUTO DE FISICA USP	35	350015	350061	3550308
000200000993	CENTRO MUNICIPAL DE ARTE HELIO OITICICA	33	330006	330018	3304557
001300000993	ASBEC CENTRO UNIVERSITARIO UNIJORGE	29	290005	290021	2927408
000500000999	CLINICA BALBINOT	43	430004	430021	4306809
000300000995	SECRETARIA DE ESTADO DA CULTURA DE MINAS GERAIS	31	310007	310030	3106200
001300000993	CLINICA BRASILIA SPINE CENTER	53	530001	530001	5300108
001700000990	UNIFESP DIADEMA	35	350015	350061	3513801
000800000994	FACULDADE DE EDUCACAO E CULTURA DE VILHENA	11	110002	110007	1100304
000700000992	SANTA CASA DA MISERICORDIA DE PRESIDENTE PRUDENTE	35	350008	350036	3541406
000500000999	HOSPITAL DAS CLINICAS FACULDADE MEDICINA DE SAO PAULO	35	350015	350061	3550308
000900000996	AMBIOS LABORATORIO AMBIENTAL LTDA	43	430001	430004	4307005
308200000009	HOSPITAL NOSSA SENHORA DA CONCEICAO S A	43	430005	430026	4314902
001400000995	UNIVERSIDADE FEDERAL DO RIO GRANDE FURG	43	430007	430035	4315602
000800000994	UNIVERSIDADE FEDERAL DO PANMPA	43	430006	430031	4301602
000200000993	CENTRO CLINICO DE PESQUISA EM ESTOMATOLOGIA	31	310012	310065	3136702
000200000993	HOSPITAL SAO LUCAS DE GOVERNADOR VALADARES	31	310008	310037	3127701
000200000993	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO DRACENA SP	35	350003	350017	3502804
000400000997	TEEVO TECNOLOGIA DA EVOLUCAO	43	430005	430026	4313409
000400000997	CONSULTORIO MEDICO DE CIRURGIA DE CABECA E PESCOCO	41	410003	410009	4115200
000200000993	CLINICA REZENDE LTDA	43	430005	430026	4314902
029500000008	FUNDO DE DEFESA DA CITRICULTURA	42	420001	420002	4216008
192500000008	UNIVERSIDADE DE UBERABA	35	350002	350014	3543402
IZEE00000008	INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE	51	510004	510018	5102504
028700000003	PETROLEO BRASILEIRO RIO DE JANEIRO MATRIZ	32	320003	320009	3205309
000400000997	ANIMALAB ANALISES CLINICAS VETERINARIAS	31	310010	310050	3170701
063400000006	GOVERNO DO ESTADO DA BAHIA	29	290007	290031	2914802
000200000993	HOSPITAL SANTA CASA DE BELO HORIZONTE	31	310007	310030	3106200
000300000995	CENTRO UNIVERSITARIO CLARETIANO BATATAIS S PAULO	35	350002	350015	3505906
000900000996	ENDOCENTRO	25	250004	250022	2507507
273000000009	INSTITUTO FEDERAL FLUMINENSE	33	330001	330001	3302205
000600000990	CLINICA DENTAL	35	350004	350020	3506003
000500000999	CLINICA FERTIBABY	31	310007	310030	3118601
001300000993	FACULDADE ESTACIO DO AMAZONAS ESTACIO AMAZONAS	13	130003	130007	1302603
001700000990	COMPLEXO HOSPITALAR PROFESSOR EDGAR SANTOS	29	290005	290021	2927408
000300000995	MULTIMAGEM	26	260005	260017	2611606
000500000999	INSTITUTO DE TERAPIA INTENSIVA DO AMAZONAS	13	130003	130007	1302603
408800000006	INSTITUTO DANTE PAZZANESE DE CARDIOLOGIA	51	510004	510017	5103403
001200000991	FOREBRAIN NEUROTECNOLOGIA LTDA	33	330006	330018	3304557
000700000992	ADVANCED SYSTEM OPTIMIZATION TECHNOLOGIES	31	310007	310030	3106200
000500000999	CENIZE INFORMATICA LTDA	41	410010	410037	4125506
001900000994	CENTRO DE RECOLHIMENTO DE ANIMAIS DA SAMARCO	31	310007	310033	3140001
000600000990	COORDENADORIA GERAL DE VIGILANCIA EM SAUDE SECRETARIA MUNICIPAL DA SAUDE	43	430005	430026	4314902
018100000005	DEPARTAMENTO NACIONAL DE PRODUCAO MINERAL	23	230007	230032	2304202
000700000992	FACULTAD DE INGENIERIA UNIVERSIDAD DE BUENOS AIRES	26	260004	260013	2602704
000400000997	CENTRO UNIVERSITARIO UNIRG	17	170001	170005	1709500
000200000993	COAMO AGROINDUSTRIAL COOPERATIVA	41	410002	410005	4104303
000400000997	INSTITUTO PRO VITAE DE UROLOGIA	35	350015	350061	3550308
000600000990	TOTAL FARMA REDE DE FARMACIAS	43	430002	430016	4305108
000200000993	INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS	43	430007	430035	4315602
001800000992	CLINICA ESPECIALIZADA	35	350007	350031	3530706
003300000990	CLINICA DR MURILO LUZ	35	350015	350061	3550308
000400000997	CLINICA DE ORTODONTIA E ORTOPEDIA FACIAL	41	410010	410037	4106902
028700000003	PETROLEO BRASILEIRO S A	33	330006	330018	3304557
000900000996	NICPHARMA MANIPULACAO E DROGARIA	35	350006	350026	3543907
000900000996	DROGARIA SERVBEM LUCIO COSTA	53	530001	530001	5300108
028000000000	MINISTERIO DA EDUCACAO	15	150006	150017	1505502
000400000997	LABORATORIO QUIMICO FARMACEUTICO DA AERONAUTICA	33	330006	330018	3304557
000800000994	OCULAR OFTALMOLOGIA LTDA	32	320003	320009	3205309
000400000997	FACULDADE DE CIENCIAS FARMACEUTICAS UNESP ARARAQUARA	35	350005	350024	3503208
001000000998	GINOVIDA SERVICOS MEDICOS E HOSPITALARES LTDA	26	260005	260017	2611606
000500000999	FACULDADE DE CIENCIAS FARMAEUTICAS DE RIBEIRAO PRETO USP	35	350002	350014	3543402
000500000999	IFMA CAMPUS BURITICUPU	21	210002	210008	2102325
000500000999	INSTITUTO DE PESQUISA E ENERGIA NUCLEAR	35	350015	350061	3550308
000500000999	HOSPITAL E MATERNIDADE SAO JOSE DO RIO PRETO	35	350001	350004	3549805
000800000994	FIBRIA	50	500003	500007	5008305
154100000008	INSTITUTO FEDERAL DO CEARA REITORIA	23	230003	230016	2303709
IYZQ00000002	UNIVERSIDADE ESTADUAL DO NORTE DO PARANA	41	410003	410011	4109807
002000000996	ORTHO FACE	33	330004	330010	3300704
000300000995	INSTITUTO FEDERAL DO MATO GROSSO	51	510004	510018	5102504
001400000995	17º COORDENADORIA REGIONAL DE SAUDE DO ESTADO DO RIO GRANDE DO SUL	43	430001	430008	4310207
319000000000	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE SANTA CATARINA	42	420006	420019	4204608
000300000995	LIFE MEDICINA E ODONTOTOLOGIA	16	160002	160003	1600303
000200000993	INSTITUTO DE OLHOS DE MACEIO	27	270003	270011	2704302
000200000993	UNIVERSIDADE ESTADUAL JULIO DE MESQUITA FILHO RIO CLARO	35	350006	350026	3543907
501600000001	UNIVERSIDADE LUTERANA DO BRASIL	52	520005	520015	5211503
001100000990	LABORATORIO VETERINARIO PROVITA	41	410010	410037	4106902
000400000997	INSTITUTO DO CORACAO DA UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308
001000000998	RESEARCH CENTRE IN REAL TIME COMPUTING SYSTEMS	22	220001	220001	2208502
001100000990	TRIMBLE BRASIL LTDA	35	350007	350032	3509502
001100000990	INSIGHT PSICOLOGIA CONSULTORIA	29	290005	290021	2927408
001300000993	LABORATORIO DE PESQUISA CLINICA EM MICOBACTERIOSES	33	330006	330018	3304557
000300000995	RECEPTA BIOPHARMA INSTITUTO BUTANTAN	35	350015	350061	3550308
001200000991	CORPO DE SAUDE DA MARINHA	29	290005	290021	2927408
000600000990	UNIVERSIDADE DO VALE DO SAPUCAI POUSO ALEGRE MG	31	310010	310052	3152501
001400000995	HOSPITAL ISRAELITA ALBERT EISNTEIN	35	350015	350061	3550308
039000000006	INSTITUTO DE PESCA	35	350014	350055	3509908
001000000998	LABORATORIO DE VIRUS ICB UFMG	31	310007	310030	3106200
000500000999	FACULDADE UNINGA	41	410003	410009	4115200
000200000993	NOBEL CLINICA SS LTDA	52	520003	520010	5208707
002200000990	UNIVERSIDADE FEDERAL DO PARA CAMPUS CASTANHAL	15	150003	150008	1502400
001700000990	CENTRO DE CIRURGIA E TRAUMATOLOGIA BUCOMAXILOFACIAL LAGES LTDA	42	420003	420010	4209300
000600000990	INSTITUTO DE SAUDE DE SAO PAULO SES SP	35	350015	350061	3550308
000200000993	INSTITUTO DE PESQUISAS ENERGETICAS E NUCLEARES IPEN	35	350015	350061	3550308
530400000001	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS	31	310002	310004	3135100
002400000993	REDEORTO FRANQUIA DE ORTODONTIA	35	350013	350051	3518404
000200000993	HUNTER CONSULTORIA LTDA	31	310007	310030	3106200
001600000999	BIOVITA	41	410006	410023	4104808
001100000990	HOSPITAL E MATERNIDADE UNIMED PIRACICABA	35	350006	350028	3538709
009800000009	EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS	31	310007	310027	3167202
000800000994	GOLDER ASSOCIATES BRASIL CONSULTORIA E PROJETOS BH	31	310007	310030	3106200
001900000994	INSTITUTO DO CEREBRO DO RS PUCRS	43	430005	430026	4314902
000200000993	JR REPRESENTACOES AGROPECUARIAS	43	430001	430003	4314704
000300000995	LINING REPRESENTACAO CONSULTORIA E PROJETOS LTDA	35	350012	350046	3550605
001300000993	FACULDADE ESTACIO RECIFE	26	260005	260017	2611606
558800000009	INSTITUTO FEDERAL DE MATO GROSSO	51	510002	510009	5103353
000300000995	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO INSTITUTO DE MACROMOLECULA	33	330006	330018	3304557
001200000991	HOSPITAL INFANTIL ISMELIA DA SILVEIRA	33	330006	330018	3301702
000300000995	ENGECORPS ENGENHARIA SA	35	350015	350057	3505708
001000000998	APIARIOS SINEL	43	430003	430018	4316907
183300000005	UNIVERSIDADE ESTADUAL DE GOIAS	52	520003	520007	5210406
000500000999	CONSULTE ENGENHARIA LTDA	31	310010	310056	3132404
870400000000	CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS	31	310012	310066	3138401
000800000994	PLUMA AGROAVICOLA LTDA	41	410007	410026	4107207
000300000995	FUNDACAO FACULDADE DE MEDICINA USP	35	350015	350061	3550308
833700000000	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	31	310007	310030	3129806
001900000994	HOSPITAL SANTA CASA DE MISERICORDIA DE MACEIO	27	270003	270011	2704302
002400000993	INSTITUTO DE FISICA TEORICA UNIVERSIDADE ESTADUAL PAULISTA	35	350015	350061	3550308
000600000990	FACULDADE DE MEDICINA DA UNIVERSIDADE DE SAO PAULO INSTITUTO DO CORACAO	35	350015	350061	3550308
000500000999	FACULDADE DE TECNOLOGIA UERJ	33	330005	330011	3304201
004500000991	LIPIS LABORATORIO INTERDISCIPLINAR DE PESQUISA E INTERVENCAO SOCIAL PON	33	330006	330018	3304557
003200000998	HOSPITAL DE CANCER INFANTOJUVENIL DE BARRETOS	35	350002	350009	3505500
002100000998	INSTITUTO TECNICO FEDERAL GOIANO	52	520004	520012	5208004
000300000995	SOLLUTIO DIAGNOSTICOS	35	350007	350032	3509502
008000000006	UNIVERSIDADE ESTADUAL DE LONDRINA	41	410003	410011	4103701
000200000993	AGENCIA NACIONAL DE CINEMA	33	330006	330018	3304557
000800000994	HOSPITAL BATISTA MEMORIAL DE FORTALEZA	23	230003	230016	2304400
000600000990	CONSULTORIO VIEIRA MACIEL	35	350015	350061	3550308
001300000993	CLINICA SAUDE INTEGRAL DA MULHER	53	530001	530001	5300108
000200000993	MOTILIDADE DIGESTIVA E NEUROGASTROENTEROLOGIA	35	350015	350061	3550308
002700000000	INSTITUTO FEDERAL DA BAHIA	29	290003	290012	2910800
000300000995	ESCOLA SENAI ARMANDO DE ARRUDA PEREIRA	35	350015	350061	3548807
000500000999	MINISTERIO DA JUSTICA DF	53	530001	530001	5300108
000300000995	BIOFLORA ENGENHARIA	11	110001	110001	1100940
000800000994	VISIO OFTALMOLOGIA	31	310010	310047	3147907
000500000999	ESCOLA ESTADUAL JOAQUIM DA LUZ	24	240004	240019	2403509
000500000999	DUAS RODAS INDUSTRIAL LDTA	42	420002	420008	4208906
294800000006	UNIVERSIDADE ESTACIO DE SA	33	330006	330018	3303302
002500000995	INSTITUTO PRESIDENTE ANTONIO CARLOS DE SAO JOAO DEL REI	31	310011	310058	3162500
000700000992	EXAME CENTRO MEDICO DE DIAGNOSTICO E TRATAMENTO	31	310012	310065	3136702
000800000994	CLINICA DR ANGELO SCUDERI	35	350012	350046	3552205
000200000993	CORAZZA SEBENELO ADVOGADOS ASSOCIADOS	43	430005	430026	4314902
000300000995	SERVICO GEOLOGICO DO BRASIL COMPANHIA DE PESQUISA DE RECURSOS MINERAIS	43	430005	430026	4314902
IY5300000007	UNIVERSIDADE ESTADUAL PAULISTA	35	350015	350061	3550308
000200000993	CENTRO ESTADUAL DE VIGILANCIA EM SAUDE	43	430005	430026	4314902
000200000993	CENTRO DE BIOTECNOLOGIA E TERAPIA CELULAR	29	290005	290021	2927408
002100000998	INSTITUTO DE BIOLOGIA ORAL	31	310007	310030	3106200
001200000991	PARQUE ESTADUAL DO ESPINILHO	43	430006	430029	4301875
021700000006	UNIVERSIDADE FEDERAL RURAL DO SEMIARIDO	25	250002	250011	2504074
000700000992	CENTRO ESTADUAL DE PESQUISAS EM SENSORIAMENTO REMOTO	43	430005	430026	4314902
000500000999	SOCIEDADE EDUCACIONAL HERRERO	41	410010	410037	4106902
001500000997	CLINICA FACCIAL	42	420005	420016	4205407
002900000992	FUNDACAO EDUCACIONAL INACIANA	35	350015	350061	3548708
000200000993	AKZO NOBEL LTDA	35	350015	350061	3550308
000600000990	CANCEROLOGIA SERVICOS MEDICOS	21	210001	210002	2111300
014000000000	COMISSAO NACIONAL DE ENERGIA NUCLEAR	33	330005	330011	3304201
001800000992	INSTITUTO SAN GIOVANNI	28	280003	280011	2800308
000600000990	FACULDADE DE CIENCIAS DA SAUDE DE BARRETOS	35	350002	350009	3505500
350700000009	CENTRO FEDERAL DE EDUCACAO TECNOLOGICA CELSO SUCKOW DA FONSECA	33	330005	330013	3300100
985601000990	MINISTERIO SAUDE	33	330006	330018	3304557
002900000992	CENTRO DE NEUROLOGIA DE CAMPINAS	35	350007	350032	3509502
000200000993	ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL MEDIO SENADOR DIRCEU CARDOSO	32	320004	320012	3203106
033700000000	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	24	240002	240012	2403103
002200000990	INSTITUTO FEDERAL DE SAO PAULO CAMPUS BRAGANCA PAULISTA	35	350012	350048	3507605
000200000993	HOSPITAL DO RIM	35	350015	350061	3550308
023100000001	INSTITUTO AGRONOMICO DO PARANA	41	410001	410002	4128104
000800000994	CLINICA LANE	35	350007	350032	3509502
000400000997	FIOCRUZ CENTRO DE PESQUISAS AGGEU MAGALHAES	26	260005	260017	2611606
000400000997	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL DE MINAS	31	310010	310051	3130606
832500000009	UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO	33	330006	330018	3304557
000300000995	FACULDADE DE ODONTOLOGIA DE PIRACICABA UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350006	350028	3538709
000600000990	TENNECO AUTOMOTIVE	35	350007	350031	3530805
001500000997	FOLIUS CONSULTORIA E SOLUCOES AMBIENTAIS	29	290007	290031	2913606
003200000009	CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA	35	350009	350038	3540002
000900000996	INSTITUTO DO CORACAO DO NORDESTE	23	230003	230016	2304400
000300000995	MEDICAL CENTER	33	330006	330018	3304557
000700000992	IDEIA PAISAGISMO	33	330006	330018	3304557
003000000994	VIADERME	42	420005	420016	4205407
003700000997	ANGIOVASCULAR HOSPITAL DIA	24	240004	240018	2408102
000900000996	LABORATORIO DE ANATOMIA PATOLOGICA DRA MONICA ARAUJO	28	280003	280011	2800308
000400000997	PSICOLOGIA CLINICA E PSICOTERAPIA	35	350007	350032	3509502
319000000000	INSTITUTO FEDERAL DE SANTA CATARINA	42	420006	420019	4204608
000800000994	CLINICA MEDICA FILOMENA	35	350015	350059	3518800
000200000993	HOSPITAL DA SAGRADA FAMILIA	29	290005	290021	2927408
001400000995	UNIVERSIDADE DE PASSO FUNDO FACULDADE DE MEDICINA	43	430001	430010	4314100
001400000995	CEMEFEJA PIERRE BONHOMME PREFEITURA MUNICIPAL DE CAMPINAS	35	350007	350032	3509502
000800000994	COSULTORIO MEDICO	43	430005	430026	4314902
002000000996	PROBATUS CONSULTORIA LTDA	33	330006	330018	3304557
166100000001	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA	15	150006	150022	1502707
000200000993	UNIVERSIDADE FEDERAL DE PELOTAS FACULDADE DE ENFERMAGEM E OBSTETRICIA	43	430007	430033	4314407
001300000993	CORPORATE OFFICE CONSULTING LTDA	35	350015	350061	3550308
000400000997	CENTRO UNIVERSITARIO NS DO PATROCINIO	35	350012	350046	3523909
000800000994	ESTRUTURAR SOLUCOES ELETRO ELETRONICAS	43	430001	430008	4310207
021000000003	DEPARTAMENTO DE POLICIA FEDERAL	52	520003	520010	5208707
000600000990	SECRETARIA ESTADUAL DA AGRICULTURA PECUARIA E AGRONEGOCIO	43	430002	430014	4320404
000400000997	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E MISSOES	43	430001	430004	4307005
028700000003	PETROLEO BRASILEIRO SA	28	280003	280010	2803609
000300000995	CLINICA UROLOGICA	35	350015	350061	3550308
002100000998	CLINICA DE MEDICINA DE EMAGRECIMENTO E ESTETICA VITAY	35	350015	350061	3550308
001900000994	NUCLEO ESTADUAL DO MINISTERIO DA SAUDE NO RIO GRANDE DO NORTE	24	240004	240018	2408102
000700000992	ANGIOGYN ANGIOLOGIA CIRURGIA VASCULAR E ENDOVASCULAR	52	520003	520010	5208707
002400000993	CLINICA DE ORTOPEDIA E FRATURAS ALEXANDRE YONEDA LTDA	35	350010	350040	3546405
031100000002	SERVICO FEDERAL DE PROCESSAMENTO DE DADOS	23	230003	230016	2304400
000200000993	SECRETARIA DE EDUCACAO ESTADO DO PARANA	41	410006	410023	4106308
000500000999	CENTRO DE TERAPIA RESPIRATORIA CAMPINAS SP	35	350007	350032	3509502
047500000006	INSTITUTO FEDERAL SUL RIO GRANDENSE	43	430005	430028	4303509
010600000009	UNIVERSIDADE FEDERAL DE GOIAS	52	520001	520002	5208905
040000000000	MINISTERIO DA AGRICULTURA PECUARIAS E ABASTECIMENTO	51	510003	510014	5107206
226100000009	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE GOIAS	52	520001	520002	5208905
001300000993	CENTRO UNIVERSITARIO LUTERANO DE JI PARANA ULBRA	11	110002	110004	1100122
001200000991	WERFEN	35	350015	350057	3505708
001400000995	UNIDADE HOSPITALAR VETERINARIA UECE	23	230003	230016	2304400
088200000008	BRASKEM CAMACARI ETENO	29	290005	290021	2905701
000200000993	CENTRO DE PESQUISA RENE RACHOU FUNDACAO OSWALDO CRUZ	31	310007	310030	3106200
001000000998	CENTRO DE AVALIACAO DE CONDUTORES VIDA TRANSITO DETRAN	42	420006	420018	4218707
002000000996	INSTITUTO DE GENETICA OCULAR	35	350015	350061	3550308
000600000990	COLEGIO ITAPUCA	33	330006	330018	3303302
000300000995	INSTITUTO FEDERAL CATARINENSE CAMPUS CAMBORIU	42	420004	420013	4203204
000800000994	HOSPITAL JOSE PEDRO BEZERRA	24	240004	240018	2408102
000300000995	HOSPITAL UNIVERSITARIO UNIUBE	31	310005	310022	3170107
000300000995	AMBIENTAL CONSULTORIA ESTUDOS E PROJETOS	52	520003	520010	5208707
000500000999	PAZOTTO ODONTOLOGIA ASSOCIADOS	35	350007	350032	3509502
002500000995	ARS ARTIUM SCIENTIFIC CONSULTING	41	410010	410037	4106902
023100000001	INSTITUTO AGRONOMICO DO PARANA	41	410006	410022	4117909
000200000993	FUNDACAO ESPACO CULTURAL DA PARAIBA	25	250004	250022	2507507
001500000997	CONSULTORIO PARTICULAR CIRURGIAO DENTISTA	35	350005	350024	3503208
